#SMILES Tg Molar_ratio Chemical_class Train_Katritzky Train_Epoxy Train_Global External_test
[NH2:1]CCCCCC[NH2:1].O[C:1](=O)CCCCCCCC[C:1](O)=O 313 0.5 11 no no no yes
[NH2:1]CCCCCC[NH2:1].O[C:1](=O)CCCC[C:1](O)=O 330 0.5 11 no no no yes
[NH2:1]CCCCCC[NH2:1].O[C:1](=O)c1cccc(c1)[C:1](O)=O 403 0.5 11 no no no yes
[NH2:1]Cc1ccc(C[NH2:1])cc1.O[C:1](=O)CCCCCCCC[C:1](O)=O 388 0.5 11 no no no yes
[NH2:1]Cc1cccc(C[NH2:1])c1.O[C:1](=O)CCCC[C:1](O)=O 363 0.5 11 no no no yes
[NH2:1]c1ccc([NH2:1])cc1.O[C:1](=O)c1ccc(cc1)[C:1](O)=O 600 0.5 11 no no no yes
[NH2:1]c1cccc([NH2:1])c1.O[C:1](=O)c1cccc(c1)[C:1](O)=O 545 0.5 11 no no no yes
[OH:1]CCCC[OH:1].O[C:1](=O)CCCC[C:1](O)=O 205 0.5 10 no no no yes
[OH:1]CCOc1ccc(cc1)[C:1](O)=O.[OH:1]CCOc1ccc(cc1)[C:1](O)=O 355 0.5 10 no no no yes
[OH:1]CC[OH:1].O[C:1](=O)CCCCCCCC[C:1](O)=O 243 0.5 10 no no no yes
[OH:1]CC[OH:1].O[C:1](=O)CCCCCCC[C:1](O)=O 228 0.5 10 no no no yes
[OH:1]CC[OH:1].O[C:1](=O)CCCC[C:1](O)=O 233 0.5 10 no no no yes
[OH:1]CC[OH:1].O[C:1](=O)CC[C:1](O)=O 272 0.5 10 no no no yes
[OH:1]CC[OH:1].O[C:1](=O)c1cccc(c1)[C:1](O)=O 324 0.5 10 no no no yes
[OH:1][CH:1]=[CH2:1].CC(C)[CH:1](O)O[CH:1]=[CH2:1] 329 0.5 4 no no no yes
[OH:1][CH:1]=[CH2:1].CCC[CH:1](O)O[CH:1]=[CH2:1] 324 0.5 4 no no no yes
[OH:1][CH:1]=[CH2:1].CC[CH:1](O)O[CH:1]=[CH2:1] 345 0.5 4 no no no yes
[NH2:1]c1ccc(Cc2ccc([NH2:1])cc2)cc1.C(Oc1ccc(OCC2[CH2:1]O2)cc1)C1[CH2:1]O1 408 0.333333 1 no no no yes
[NH2:1]c1ccc(cc1)S(=O)(=O)c1ccc([NH2:1])cc1.C(Oc1ccc(OCC2[CH2:1]O2)cc1)C1[CH2:1]O1 435 0.333333 1 no no no yes
[NH2:1]c1cccc([NH2:1])c1.C(Oc1ccc(OCC2[CH2:1]O2)cc1)C1[CH2:1]O1 416 0.333333 1 no no no yes
[NH2:1]c1ccc(Cc2ccc([NH2:1])cc2)cc1.C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 396 0.333333 1 no no no yes
[NH2:1]c1cccc(c1)S(=O)(=O)c1cccc([NH2:1])c1.C(Oc1ccc(OCC2[CH2:1]O2)cc1)C1[CH2:1]O1 423 0.333333 1 no no no yes
[NH2:1]c1ccc(cc1)S(=O)(=O)c1ccc([NH2:1])cc1.C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 429 0.333333 1 no no no yes
[NH2:1]c1cccc(c1)S(=O)(=O)c1cccc([NH2:1])c1.C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 418 0.333333 1 no no no yes
[NH2:1]c1cccc([NH2:1])c1.C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 413 0.333333 1 no no no yes
[NH2:1]CCCCCC[NH2:1].C(Oc1ccc(Cc2ccc(OCC3[CH2:1]O3)cc2)cc1)C1[CH2:1]O1 367 0.333333 1 no no no yes
[NH2:1]CCC[NH2:1].C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 364 0.333333 1 no no no yes
[NH2:1]CCCCCC[NH2:1].C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 352 0.333333 1 no no no yes
[NH2:1]CCCCCCCCCCCC[NH2:1].C(Oc1cccc(OCC2[CH2:1]O2)c1)C1[CH2:1]O1 334 0.333333 1 no no no yes
[NH2:1]CC[NH:1]CC[NH2:1].C(Oc1ccc(OCC2[CH2:1]O2)cc1)C1[CH2:1]O1 375 0.285714 1 no no no yes
[NH2:1]CC[NH:1]CC[NH2:1].C(COCC1[CH2:1]O1)OCC1[CH2:1]O1 273 0.285714 1 no no no yes
[NH2:1]CCCC[NH2:1].C(Oc1ccc(cc1)N(CC1[CH2:1]O1)CC1[CH2:1]O1)C1[CH2:1]O1 410 0.428571 1 no no no yes
[NH2:1]CCCCCC[NH2:1].C(Oc1ccc(cc1)N(CC1[CH2:1]O1)CC1[CH2:1]O1)C1[CH2:1]O1 390 0.428571 1 no no no yes
[NH2:1]CCCCCCCCCCCC[NH2:1].C(Oc1ccc(cc1)N(CC1[CH2:1]O1)CC1[CH2:1]O1)C1[CH2:1]O1 386 0.428571 1 no no no yes
